"","subject","condition","vignetteType","vignetteNumber","answerOrder","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"694","8zfb35yzdrg","L10B","L",10,"B","7","7","male","35","correct","I picked the answer I picked because I felt better knowing the odds. I think knowing the odds helps to improve in picking what option to chose. I was thinking if I have a 50/50 chance than there is a good chance that my job will be ok."
"695","5isp35yzm8i","L11A","L",11,"A","7","4","male","42","correct","I think that either situation was not ideal, so I chose no preference."
"696","ck0835yze65","L2A","L",2,"A","7","1","male","33","correct","Probability. It's the flip of a coin."
"697","vd1735yz5yi","G10B","G",10,"B","7","7","female","56","correct","The option I chose was 50/50. The first option did not state the percentages of each color ball that were in the urn. "
"698","qc0735yzzp0","G11B","G",11,"B","7","5","male","34","correct",""
"699","ugst35yzm2d","L12A","L",12,"A","7","1","female","48","correct","I chose the option where each department had a 50% chance of being cut. In this situation I would at least know I had a equal chance of loss. The other option was totally unknown, and it would be possible for me to choose to enter the department with a very slim chance of staying open. "
"700","maeq35yzdc0","L2A","L",2,"A","7","3","male","29","correct",""
"701","pd3735yz4v7","G9B","G",9,"B","7","6","female","63","correct","because it was the last question"
"702","vhne35yzdwu","L12A","L",12,"A","6","4","female","56","correct",""
"703","yfko35yzzq7","G10B","G",10,"B","7","6","male","47","correct","Unless there's something I don't know (such as the odd of picking a winning ball could be 90%, I would feel better knowing what the odds are that I might win."
"704","u9iz35yzw1b","L5A","L",5,"A","7","4","female","41","correct","Obviously you want it to be the benign option.  50% is only half odds, not that great.  Not knowing the chances with the second option made me feel like I just had to take a random chance."
"705","pus735yz2uu","L3B","L",3,"B","7","6","male","61","correct","I chose it because the probability in A was unknown. At least with my choice I had a 50% probability of a better outcome."
"706","hk9635yzx87","G5B","G",5,"B","7","3","male","40","correct",""
"707","iyeb35yz1oh","G3A","G",3,"A","1","6","male","62","correct"," If I was running a department I would need some support -it is better than betting on an all or nothing shot"
"708","ekjt35yzznk","L10A","L",10,"A","7","3","male","27","correct","at first I thought there was 50% for both, but I wasn't entirely sure"
"709","jor135yzfza","G10B","G",10,"B","7","5","female","33","correct","As the probability is unknown, there would be a chance that it would be 99% yellow, so I would have slightly preferred at least a somewhat reasonable chance over the chance of some very unfavorable probability."
"710","csuk35yz2j9","G6A","G",6,"A","7","4","male","35","correct","Different probabilities of my crush being at one party or the other does not make any difference, because no matter what, your own choice would still be random."
"711","633h35yzbiy","L3A","L",3,"A","6","2","female","24","correct",""
"712","i2sw35yzloe","G4B","G",4,"B","7","7","female","53","correct",""
"713","6qhh35yzebs","L4B","L",4,"B","7","3","female","41","correct","I was hoping I could get a less chance at Virus X."
"714","sxjn35yzuc9","G3B","G",3,"B","7","6","female","31","correct",""
"715","yntb35yzdk9","L7A","L",7,"A","7","2","male","38","correct","I chose to go with a known probability as an unknown could very well be a lower probability. This way I knew my chances ahead of time."
"716","xjx535yzfgz","L11A","L",11,"A","7","4","female","44","correct","Because the end result ultimately didn't matter. If my kid had an equal interest and ability in tasks X and Y, one program would survive. I'd just put my kid in that program. "
"717","k0jo35yzxhq","L9A","L",9,"A","7","6","male","33","correct","I might have better than 50/50 chance of winning. "
"718","qc0735yzzp0","G11B","G",11,"B","7","5","male","34","correct",""
"719","qygp35yz4cb","L8B","L",8,"B","7","3","female","37","correct","I would want to know if my car was involved in the hailstorm; however, I would not want it to put a damper on my vacation. "
"720","721g35yzb76","G3B","G",3,"B","7","3","male","58","correct","Trying to figure probability of being in the 'good' department - having an even chance, to me, is better than an unknown chance."
"721","dtw135yzx52","L11B","L",11,"B","7","6","female","36","correct","I just thought about which option I would prefer. "
"722","5ojh35yzrhs","L8B","L",8,"B","7","4","female","37","correct",""
"723","cu6c35yz7gk","L6B","L",6,"B","7","6","male","42","correct",""
